Main Title,Full Review
Time taken slow app,Hi friend this is your prasanth again friends I want to tell you about the app hotstar I have lot of experiance upon this app friends this is one of the best and worest app because if you open a video slow loading if you have best network or best signal but the video will too slow and if you use this app slow the procress friends you will get every best video in the and high quality and the app wi go slowly and I will tell you another thing I downlladed ms dhoni movie in this app the the download is completed but till now I want to open the movie net need why I dont know plase avoid this app or we need best app     Thanks     G prasanth kumar   
Portable entertainment anywhere,Hey Guys! I am Omanshu Gupta and today I am going to be sharing my experience with partially portable TV app called the'Hotstar' . So at the first look the app's user interface is very good looking feels good and relatively easy for a person to use. So I will take the example of drama shows that are featured on different channels like Starplus etc. So the app does not show every single channel of TV that's why its'partially portable TV' . So the app gives you Low( 144p 240p) Medium( 360p 480p) High( 720p 1080p) display quality options.its up to you to choose the quality. The app features most of the channels so you can give it a try for your channels. Some drama show episodes require premium package of Hotstar which is in app purchase  but in my opinion it is ok becausr they are new episodes and they can't just show them to whoever uses hotstar they do give them to trusted premium users. At the end I would just say that if you haven't downloaded Hotstar and want to have a portable TV give it a try! Thank You!   
Hotstat(cold start ferfomance),Today I am going to tell about my personal experience on hotstar app iam using hotstar from last 1 month but it disappointed me with its performance.     This app is not working well in every mobile it is a late service app for Android I am not satisfied with this app it take huge data to load videos. Design of this application is average not so good compared to to other apps it is a very slow and local app.     This app does not have any special features to talk about only features is that we can here live tv  match or any tv serial on mobile with its help. This apl is not so use this is lost of time for every person who use this app.     So I advice you not to download and use this app.   
Your alternative to channels and entertainment,Hotstar is now my alternative to sports channel and source of entertainment. I started using hotstar when my exams were On and so was Champions trophy. I had no choice but to leave the match. But thanks to hotstar I was able to see half of the match enroute.     Now once I have started using it I kind od like it. Now I will give you detailed information about it. It On airs every match it covers every poont and every sport as pro kabaddi is on and available to be seen on hotstar. The Layout of the app is very cool. It keeps the record as you left the show in middle you can resume from there. It gives you suggestions about related shows of your favourite show.     As now I watch sarabhai vs sarabhai on it now I can enjoy season 1 as well as season 2 simultaneously. The function are great you can have playlist or search by your convenience. Entertainment programmes are in different category and you can enjoy movies too.     The best feature I think is the quality you can adjust and it gives you estimation about how much it will cost data on how much quality in one hour. The usefulness of this app can be understood when you are out of the house. And Indo-Pak is on. And it helps you to see the game. I was in metro and whole crowd was onto me to see the match.   
Horrible star !,The main purpose of installing hotstar is to watching movies. But when I streaming a movie it has a lot of buffers. That so I kept it into download which I can see ofline. But it look more than 30 minuts to download at a very good internet speed and it is lost my mind. when in night I was trying to view that it shows an error while downloading and again it started with 0% and it took my 300 mb data.     Well I even not bothered that problem but after downloading when I opend to view it everytime after reaching 4.23 minuts it go and restart with 2.48 minuts. It kept repeating.     Then finally I planned to watch it online with data but it again samething happened. This made me irate and disappointed and I slept without viewing the movie.     So iam telling you to dont waste you'r time and MB in hotstar.   
Hotstar means portable TV,Hotstar is a great app and a brilliant concept. You can watch TV serials sport matches and lot of other things for free. It consumes less data to play videos.     Layout is appreciable as it contains a lot of colours. And the buttons used are nice. High quality ImageView are used. User interface contains simple controls. Less complexity makse app better.     The great feature of this app is that is live streaming of videos.Also hotstar originals are good substitute of tv series.     In my view this a very useful app if wish a portable tv and wish to watch online web series.     Thanks guys for reading.   
Please don't go for Hotstar,Nowadays we can watch any latest movie or episodes in television. They are leaving us watch old movies for free and all the latest ones are paid( premium) . Moreover it takes a lot of time to buffer. Because of this app they are not letting us watch the latest episodes of any serial in other websites like YouTube. It's as if you have to embed a premium member to watch your favorite serials forcefully.     They are already getting so much of profit from television series and they want more and more money from online as well. And the mobile app is also very slow.     If we stop visiting this website they will surely remove the Premium option and make everything free.   
Popular hotstar,Hotstar one of the most installed  apps right now for smartphone users the main concept is games like football cricket hockey etc all games but right now we also see the new novices but its pay-babel. if you wants to see good quality online movies with new relisted you have to pay and see . layout is good with the design but its average features also good but not very good but its very much useful for all game lovers if you are a game love like to see cricket football you should use  its good  to see online live games     Thanks for reading. If you like this review  plz click the like or unlike   
It is average !!!,I will share my profitable experience on Hotstar. I have downloaded this application three days prior. To begin with this application request that I get an enrollment so I can get to premium films vedios and television programs. This application work moderate in android under 4.2.0 so I utilize this application on my next telephone which has Android 5.1 candy yet on that telephone likewise the application works tad bit moderate. The look and plan of this application is great.     The idea is great. On the off chance that you will play a few films or vedios in this application then it require bunches of investment to stack . In the event that you will download some vedio on this application then it require heaps of investment to download. I have downloaded one vedio which has measure 15 mb you won't trust that it take 25 min to download that vedio . It has download highlights with the goal that you can download your most loved serials. I have see that the application has not very many channels like star in addition to life alright sony and 2 news channel that is it .     This application is not that much valuable for me. On the off chance that you don't trust me at that point attempt yourself yes however don't take participation subsequent to introducing that application. To begin with check the application that it works effectively or not.     Much obliged to you   
Best Live Streaming Application,Hello     Today I am going to give review of a  reputed app for live streaming that is known as'Hotstar'. I have been using this app for a long time. I can watch my favourite movies sports and live republic on the go. I can watch full episode of my favourite shows. Interestingly this application offers multi languages like Hindi English Malayalam Marathi and so on. Interestingly Hotstar provides live score and latest updates free streaming of videos and video highlights.     There is number of channels available on this app like Star Plus Life Ok Star Utsav Star Sports etc. I love this application because I can watch the latest tv serial on this app.   
It is not so good to watch TV,Hello friend today I am review about hotstar TV.     Which is a mobile applications. Which only work on Android phone.     But there are lost of demerit about this application.     Good thing never count first only worst thing come in mind first.     When ever I use to see live jio TV.     Star channel always show to download this app. Some of my good show are been shown on star network only so I have downloaded this app for my redmi prime 2 which is a 4G phone but it doesn't support volte.     Which is a platform for Android phone.     But when I use hotstar it take really take long time for loading of channels and programs.     We I download any show and I see it without Internet then it not work properly.     Again some of the error show in download.     Again I have to connect it to Internet an see.     Hotstar is a good app but there are lost of minute fault in applications.     Which causes great distraction in watching TV.     It also take lost of time to load channel to.   
Best for tv shows,Well I have been using this app for a while now. But I have observed of few glitches that I really dont understand why they are I have downloaded a video to watch it later but every time I try to watch it without internet.     The app shows some random errors and then stops and then I have to wait until it the recover on its own. Sometime it takes hours for loading. It is the one of the most hyped app. I have seen and that too for offline playback.  Overall I just want to tell you it is worst app.     So I just suggest you don't download this app ever in your phone   
JIO WITH HOTSTAR,Hello friends  now I am going to tell you about my true experience of hotstar. Hotstar is an entertaining app. It is like a television and some JIO TV channel's are watched in hotstar. It means we can say that hotstar is a part of JIO TV. I am using hotstar to 2 months and only one thing that I don't like in this app is that this app to take more data. And to make mobile slow .  I like the concept of this app working style.     This app works with a good speed not best speed. Some features are good and some features are not good like the video cannot be start when the data is low. The app is useful for watching  cricket matches. And others. This app is  likable for me and I think it may be likable for you.   
Good app,Hi guys it's very useful for all households. TV serials missing episodes watch at anytime and anywhere.     But I don't like sometimes because this app not present my favourite channels and movies.     My parents daily watch serials on hotstar past or missing episodes full HD videos. I saw already some times then  power off position. Journey time depends upon train bus four wheelers it was very helpful timepass.     SO many places different peoples known and listen many languages. Present I know telugu language very interesting.   
Nice app to watch,Hotstar is very good app at the time of champions trophy I installed it in my mobile as I had to watch live all the matches since I live alone and do not have television set in my room so it is inevitable to miss matches like those but after installing it I did not need to go anywhere just to watch the match at the night.     Video quality is very good if you have good 4g connection of internet and you can watch your match live not just cricket match you can watch many programme it offers and live too so I personally feel it is very nice app who miss tv.   
Bad experience,Hello friends     Today I will share my true experience about Hotstar aap.     Well I have been using observed a few glitches that I really don't understand why they are three. I have downloaded a video . to watch it later but everything     I try to watch it without internet. the app  shows some     random error and then stops. and then I have to until it recovers on its own.     Sometimes it takes hours. It is one of the most hyped app I have seen and that too for offline playback.     I mean to say that I am really upset with the offline playback feature on this app. and so all in I am really frustrated. As I can't play the downloaded videos and have wasted my limited data pack on.   
Taking the power of internet,Hot star is good app and top apps in playstore downloads we can watch all star channels in mobile episodes movies we can do offline download when we are in travel we can use it and hotstar taking the digital india power of internet.     We will never miss the episodes when power shutdown and we will watch live cricket matches too but we cannot see other network channels like sun tv etc.   
Hotstar isn't good !!!,Today im going to impart my experience to you folks with hotstar application. Im beyond any doubt all of you have seen hotstar commercial about how it is freee from anu charges and watch serials on the web.     So I missed some scene of koffee with karan season 5 and sought online to observe so their was optiin of hotstar . In any case whem I introduced hotstar and looked koffee with karan what came was stunning. That I needed to pay some add up to was premium shows obviously. Presently why dont they demonstrate thin on their notices and put the most diminutive T& C tag .     They are tricking individuals into introducing their application enticing them to get dependent and after that compensation additional cash. They simply trick individuals with false promotions.   
Amazing alternative to tv,Great application to watch tv shows or movies.     1.Shows that you either want to watch again and again.     2.shows that you missed eaother because you were watching something else or was busy with something other.     The Qualities that I liked about hotstar are:       Simple and nice user interface to scroll and search through various categories like movies tv show web based series.        2.Application is great and does not hang at all when comes to android app that I use.However the website of hotstar has some hang issues that I have observed many times.     3.However the innovative advertisements that they come up are awsome.I like that part very much e.g the ipl advertisement was awsome.     4.Very few advertisements come during show so you watch the full episode without any advertisements at all.Thats much improvement over watching show on tv and hotstar.   
Great TV App,Recently when my cable went out and my mom had to watch her daily programme so downloaded hotstar and this app has been my online tv app for so long that we cam watch our programmes even when the current goes off we simply watch our programmes on hotstar its a must tv app to have for anyone but I have this question and I must ask why does premium comes on my mom's app at the same time mine shows available this mystery I want to know if anybody has a solution please share.   
EXCELLENT APP!!!,I am a daily user of this app and I like this app very much. The concept of the app is very good which makes any person anywhere watch live show easily. The layout and design of the app is very good with awesome features and functions which enables us to control mobile data while watching live shows. The app is very useful in many times when we are alone and bored.   
Star video service.,Hotstar is an app developed by Star networks.     It is used for live streaming watching various shows and movies.     Design-     Hotstar is an easy to use and user friendly app.The design is quite simplistic and common to many video apps these days.     A common homepage shows all the trending content and different menu lets you select different categories.     It also lets you set your language preferences and displays content accordingly.     Content-     Hotstar contains mostly all the shows that are shown on various Star network tv channels like Star Plus Star World Star Movies Star Sports etc.     It also has live streaming services for sports.     It also has a vast collection of movies in various languages.     There are also few international shows and movies but the collection is not that great.     Streaming-     Most of the times the shows and movies are easily streamed without any hindrance.     Sometimes there are app crashes during advertisements.     You also get options for the quality of streaming to save data.     All in all it is a very useful app for watching shows and movies and is quite dependable.   
Hotstar some pros and cons( Average Application),I like this hotstar application and website.     There are some pros and cons about hotstar application and website.     Pros:     1.Without login you can watch contents.     2 Picture quality is very good.     3.Free online Streaming for: 1)Sports 2)TV 3)News     4.Quick availability of TV serials and other news in different languages.     5.Layout and Design are average.     Cons:     1.some specific tv shows available     2.Take time to load website and application.     3.Even if your internet speed is high the website take time to load.     User can easily find the content and other things on website.     If you don't mind about website loading time then go ahead to watch your favourite shows.   
Worthless and high data consuming.,Hi friends  I recently installed Hotstar application in search of fun and entertainment  here is my review on hotstar.     Concept - The concept of the hotstar is very clear it provides the many channels movies and live programs too to watch and enjoy the shows.     Layout and design - the layout and design of application is quite different and a lots of channels and shows to watch but there are also limitations in channels and particular shows which is not so good to the users .     Features and functions - features and function of application is complicated with a large number of channels which is not so useful to every user .     Usefulness - As it also provide the repeat telecast it is little useful but there is a so much complications and take so much data to play the videos . In live shows or matches it takes time to play or updated  buffering is such a problem there.     As I am not satisfy with it  I will not reccommended it to anyone .   
Good entertainment app,Hotstar is a good entertainment app.we watch what we want.we warch tv shows serials  movies and videos.but its weakness is lot of breaks in watching movies .but very nice quality videos.we can watch videos movies in our indian languages such as kannada tamil  telugu bengali marathi and more.we can also watch sports live streaming in hotstar.so it is useful for sports lovers .i will be one to watch cricket live matches in hotastar.love this app .download and enjoy it   
Quality TV content but lots of breaks!,I usually watch hotstar a lot to watch matches of cricket and also the programs that I have missed like crime patrol savdhaan india gumraah etc. The app works for free without any registration you can watch the live as well as recorded shows online. The video quality can be adjusted according to the network.     Hotstar works good for normal sppeds( I am talking about 50 - 80 kb/ps for 180 p video)     Source- Personal Experience   
Useless,Friends today we will talk about hot stars. Well it's a good thing but there are some drawbacks that I will tell you today. Its biggest drawback is that it requires full network to use. On the other side about the agar geo tv it is also good in less networks.And this is what I am going to tell. This is my personal experience. If you are not sure then you will also see. When I search for a movie it does not show at all. It is better to have YouTube regardless of which movie you search.   
Hotstar is very slow,Today I want to share my review on Hotstar which is know a days use by all people.But according to my view hotstar is very slow.In 4g speed hotstar only loading and loading.Hotstar doesnot provide all cannel only selected channel can they provide.I also use hotstar but know a days they give more problem.Hotstar doesnot provide latest and Good film.In comparison to vidmate hotstar concept is very low.Layout and design is good but it give more technical problem.If we want to download the film they show only loading.Hotstar application is technically very slow and give hanging problem     I doesnot recommend hotstar to anyone becoz I get very much problem in using this application.   
Cheats,Hie all     Today im going to share my experience with you guys with hotstar app. Im sure you all have seen hotstar advertisement about how it is freee from anu charges and watch serials online.     So I missed some episode of koffee with karan season 5 and searched online to watch so their was optiin of hotstar . But whem I installed hotstar and searched koffee with karan what came was shocking. That I had to pay some amount to was premium shows apparently. Now why dont they show thin on their advertisements and put the tiniest T& C tag .     They are fooling people into installing their app tempting them to get addicted and then pay extra money. They just fool people with false advertisements.   
Delux Chanel for Cricket Lover,Hotstar is the TV channel which also provide its all chanel online without any cost mean totally free.     It is liked by all Cricket Lover because here we can see live match in our mobile phone.     To see live match is the main problem of students because they live in different cities to continue their studies     All of us know that all Indians Boys are fan of Cricket but when students are not at their home then they face from this problem .     Then students go at the shop which has TV to see match like IPL or any other series.     But after come of Hotstar n Jio this problem solved out.     Now we can enjoy IPL in our mobile phone with the help of Hotstar really thanks to Hotstar for its this work.     Hotstars service is too good n also they dont take any payment for their Live Match Service  I like it Too Much thanks dude.   
Fantastic,This is fantastic application. Now days everyone is busy with their fast life no one has time to their entertainment and one who like to watch T. V. They may not get time to watch. Then this application is so usefull to them to relief their tiredness. They can watch these serial to their own time. It is best to them who are working out and like to watch T.V.   
Adove flash player,Now we are use windows 10 platform     Windows 10 avialable micrisoft store . When I download hotstar app and install tjen open this app then all thing is correct but when play video movie channles then show please on flash player by microsoft edge. My microsoft edge on flashplayer . But not play video so want solve this problem   
TO MANY ADS VIDEO QUALITY NOT SO GOOD,I have using this site for a while now but I have observed a few glitches that I really don`t understand why there are there and sometimes I have a download any videos to watch it later but every times I try to watch it without internet the site have random errors and the stops automatically.     The video quality and speeds are good but add the option to allow viewing with subtitles and creating casting premium videos over chrome caste not responding properly.     VERY BAD EXPERIENCE WITH HOTSTAR SO MANY PROBLEMS IN THIS BROWSE I AM VERY DISAPPOINTESD     THANK YOU   
Reviev of Hotstar,HOtstar is a digital and mobile entertainment platform. Hotstar is live stream channel and serial and many upcoming updated movie. We can easily find in hotstar. This video quality is very good. We can watch live cricket every where. Where internet speed is very good. Hotstar is easy to use and a reliable source to belive and use for as its low quality. Its very useful. Hotstar is very useful and then this is very good app. This is not is good is very good   
Best place to find any video,Hotstar us the best place to find any video of sports T.V serials etc. The logo of hotstar is very attractive and bright to attaract users. The inner features and functions are also amazing. You can fund any video you want in a single app. I have been using hotstar frim 1 year and I am satisfied with this app and I think all the users are also satisfied.   
Hotstar is good not a very good,Hotstar is good app. It works fine them who have a good internet connection 80 to 120 kbps. But when I watch     the live video it is a back. It have been good working at Hotsar full time. It is very good product used by many peoples     it have good backend stack on AWS A lot of exciting new things. It have Unlimited Opportunities to learn. It is a     good quality food options on two floors. But sometimes I faced the video problem and sometimes does not play serial video But by the way it is good looking design and it is good product.   
Don't have tv? Get Hotstar,Am using hotstar for last 1 year. It's a great app very nice concept to provide tv in your mobile phone. We can even watch movies cricket matches serials and much more. It's very useful for the students like me those who are living away from their house and can't afford a tv. The design and layout is also superb. It's very much a user friendly app with great features.   
Useless Product,Hotstar is just a stupid invention. I never find it useful because it is not feasible in India to use. When we try to use Hotstar it require high speed connection lets say 4G which is very costly in India. It consumes data very fast. When we use it over home wifi it works fine but if we have TV then why we will use hotstar at home? When I try to use hotstar in my Office it is unable to use as there is always proxy server in most of offices. We don t understand why Hotstar is getting so much fame without any use. If anyone want to develop system like this should work on Radio like system using Headphones as antenna for TV broadcast.   
Hotstar-Make your mobile T V.,HiIm Ahmed here I will share my experience on Hotstar app.Hotstar is a very useful app. I myself use it .I have very good experience with it. I watch in Cricket matchmoviesnews etc in'Hotstar'.The best thing in it is a very useful app.You can watch newsMovies etc when you are out of home.After I installed this app I watch tv very rare.Even I watch news in'Hotstar' app.All of my friend use it for it's pocket use benifit.The only app where you can watch everything like T V.   
My opinion about this app,Hotstar the name logo both are very impressive.     Now let me tell you about this app     You can watch     Movies episodes of yours favourite program live cricket match and highlights     You can ever view program which are now not aired on any channel.     And some other programs which are exclusively available on this app.     The only problem this app has is it works very slow on slow internet connection but don't worry if you have WiFi or any 3g or 4g pack.   
A live streaming app!!,Hello everyone Hot star app is quite appreciable concept of live video streaming. I am using hot star since 10 month's and have experienced few good thing's. The only thing which I didn't like about hot star is that it bring's a lot of update's and become's slow while playing video's.     > The concept of Hot star is nice we can see live cricket match like ICC championship IPL and much more. We can also watch our daily tv show's of starplus and can also stream lot's of movie's we can even download it and wath it when there is no internet available.     > It's layout is good white and green color background -design is also good.     > functions and features are nice but it becomes slow while playing the video's or movies.     > Its easy to use and quite comfortable.     Thank's for reading guy's!   
Hotstar makes your mobile Tv.,This is a great app for entertainment.it's like a small TV that is always with you in your mobile.     Hotstar is not just a TV  but a cinema and newspaper     Because you can also watch your favourite movies on it read the news and also watch your favorite TV serial.     It also has a specialty that you can watch news watch your favourite movies and watch your favourite TV serials in any language.     And in it you can set the video quality according to your wishes.     This is really a great app.     It's like a small TV in your pocket.     I look at my favorite TV serial pyar ki ye ek khani on hotstar everyday.     So download it and enjoy your favourite movies serial news and etc.     Thanks for reading my review.   
Tv anywhere,Hot star is a very useful app for watching TV anywhere it is very nice app it provide online tv sports movie and ur favourite tv program If we dont have suitable time for watch a favourite program then it is very useful app u should take its premium package and aware which program it provide you program anywhere any time as u wants till one month.Its layout and site plan done very well job its easy and understandable we can find what we wants to watch its feature is very nice it shows live shows frist and then old programmes we can save offline also any program So it is very useful to us and useful for every people. It shows mostly star channel and star programmes specially. But it shows some other channel program too. It is highly recommanded by me as its quality is superb and voice also good and consumption low data.   
Live Tv in hand,We all in a world of nonstop we dont have enough time to spend on television.     As we dont find time during the telecast and when we find the time there is no telecast.     In such cases we need something to gain what we missed before.     Then you should probably check this app which comes with one month free subscription.     Talking about the layout it has a well featured categorised logs that gives us an easy access to the desired video we want.     If you are subscribed to premium account then you are eligible to all featured video.     As I stated in the begining it is useful for the people who misses the events in the television broadcasts.   
Hotstar,Hotstar is good apps for android and ios mobile through it we can see our favorite TV shows as well as sports from any where at our free time. Nice app to watch TV on mobile here can watch live telecast of cricket football etc. but in new updated version it so much buffering during live telecast. its so annoying during watching during live sports which makes so irritating. if hotstar solve this problem it would be better for sports lover.   
Network always disconnected,Can't watch full video never. Every time when I play a video network always disconnected and shows a message network fail. When I play clash of clans 8 ball pool watching videos on YouTube never faced any network issue but in this app hotstar always disconnected in my phone. However hot star concept is very good all the TV shows and movies in one app just uses your internet connection like YouTube. Layout and design is also nice but useless for me in my phone. I can't use any features and functions because of network connection. Think useful for many peoples but for me it's useless. Thank you so much for reading in your most valuable time.   
Watch Your Favorite Show.,Hotstar is live streaming app.     Hotstar app show all live streamming which are showing live in television.     Hotstar app also allow to watch video of your fav. Serial movies cricket etc without any lack of quality in video.     Hotstar allow to search any video you want to watch.     Hotstar is best alternative of youTube app.   
MY WORLD OF FULL TIME ENTERTAINMENT,It feels great to have hotstar on my phone. I can stream my favorate sports anytime and anywhere. Even when you watch the live matches the quality is great and no stream problem takes place anywhere even if you are in a bus car or in a running train. Apart you can stream movies and many episodes. The most advantageos this is less data charges as it saves more data that youtube. Nowdays it has given you acess to download the videos so that we can watch it on later time.hotstar means a small tv network in our pocket   
Streaming online means hot star,Hot star is really good app noo great app for streaming online .all the thing that you want to watch online hot star have.circket to serials. .movies to cartoons very thing is in hot star.i had watch videos circket matches all were too great .easy to play you don't have to do much .all you get in the app you can search everything quality of videos was also good enough .you'll satisfied with the quality of videos.all were good in hot star.i must say hot star is really too hot????   
Its awesome but need a little adjustments,Its a fantastic app I am very satisfied by using it.I think it's the best app for watching tv serials online sports movies etc and it's very easy to use the only thing you need to do is just search the serial you are looking for and it is there and the best feature that I like the most is that you can see the episode of any day you want I would also like to share the interior of the app it is quite easy to use in the upper part of the app it has a search bar from where you can search for your favorites below that you find some examples of selected categories and then it has advertisements and then you see some name of selected serials that you watch beer often and below that you have a list of almost all the serials so that you don't find any trouble to find them if you have forgotten the names.and I would highly recommend this app for those who love watching tv serials sports etc and are very busy in their daily life and have certain time to rest but their favorite entertainment programs or sports are at that point of time when they are at work or busy.So this app can help them out this can help them in various ways for example-if those users are free at night or any other point of time they can watch it in 'hotstar'.But I have a complain that if you see any program or sport live it then it leads behind I only disliked this feature of this app and I also think that this feature must be repaired as soon as possible.and I also didn't like that while searching if you have very little mistake in the spellings then you will not get the results you have to type the exact names.And also if you choose to watch your favorites at 360p quality then you will get a very poor picture quality and I want the company to recover the requirements as fast as possible.But I liked a feature that you will be provided the information that how much data will be needed to see an episode.But beyond that I would like to recommend every sports lover or serial lover to download it from play store and use it and also have fun.   
Hotstar review,Hotstar app very useful app and then match live tv The Hotstar App from Star India lets you watch the latest movies TV shows and live sports free of charge and is available  and This sounds excellent on paper but in practice turns out to a case of too-good-to-be-true as a good design and promising library are let down by big performance issues. In terms of content the app has a lot of different things you can watch right now. Star India owns several television channels across languages and genres and has broadcast rights for several major sporting tournaments such as the ICC Cricket World Cup English Premier League ISL Hockey India League among others. With Star Plus via the Hotstar app. Hotstar is a good looking app as well. It ran very smoothly on an iPhone 5s. An appealing tiled layout makes it easy to find the best videos. categories organised neatly into tabs such as Featured Sports TV Shows and Movies. You can swipe either side to go to the next section and tap any video to start play.   
Hotstar is live TV,Hotstar is small tv. Hotsart's main goal is you miss any serial or match or any programe of tv you can watch that any time. It lrovide app you can watch any programe in mobile. Feature of this app is you can start from first. Hotstar provide best picture quality. Hotsart is usefull when we are mising any match or tv serial. Im using this app and feel that I have my own tv in my moblie. I can watch any programe any time at night also. I feel flexible and portable. Hotstar is provide good quality of all programe depending our internet speed.   
A HOT Entertainer,HOT STAR is my favorite entertaining channel. It is all in one channel that you can see movies live sport TV shows missed shows cartoons and many other.     Hot-star is just like replacement of TV for us. It is very short and simple to use.     Hot-star is good for some following reasons:        EASY TO USE THE FEATURE.        FUNCTION AND DESIGN IS VERY GOOD AND SIMPLE.        VERY COMFORTABLE AND RELIABLE.        MAIN THING IT IS VERY USE-FULL FOR US.        ATTRACTIVE DESIGN           you can watch your favorite channel at anytime anywhere on Hot-star only.   
Hotstar,It is good good.i like hime I am very enjoy this app.so After the beta version of ‘hotstar.com’ went live in January 2015 Star India officially launched hotstar in February 2015 right before the 2015 Cricket World Cup. At the beginning it was intended to serve as a mobile application that would support streaming of the Cricket World Cup with some entertainment content. However Hotstar expanded its offering with 35 000 hours of content spread across 8 languages from the entertainment movie and sports channels owned by Star India.     All this thing I like this app.   
ALL IN ONE - HOTSTAR Entertainment,This app is all in one it contain well designed tv channels it also called as your pocket tv. If you want to see some programs  movie then only select that section & watch it.     It also useful for slow connectivity internet user. You dont need to pay just download the app sign up if necessary & used it.     It is well mixture of movies & tv channels.It is easy to understand the user to used it.     For the cricket lovers it also help to watch live cricket matches.     The app is beautifully designed for digital & mobile entertainment.     It available in 8 languages Hindi English Kannad Tamil Telgu Malyalam Marathi & Begali.   
Addicted to Hotstar ! Perfect so called T.V !,Hi this is Shaney Ahmad a member of Hotstar let me tell you that this site is very well maintained I even watch here many shows like Star plus T.V serials and movies its quite good.     For watching something fresh and newly introduced things on this site you must have to take membership here costs very little only 99 Rs.     The over all concept of this site is very good free of unwanted Ads.     The designs and graphics are very attractive and sober. Easy as you like very much user friendly.     Here you can watch videos in different video quality as per you network strength.     The data of this site is strong and well managed every shows of every back days are present here.     Well when it comes about live streaming it Lags little but if your network strength is more than 2 Mbps then it will not.     Its very useful when you are travelling and not having with you T.V.     A complete package of entertainment and time pass.     Latest movies are available here in HD 720p for its members.     Over all perfect mini T.V     Be there! you'll definitely enjoy!   
About hotstar,Everyone knows that hotstart is now a pocket tv.and we can see live match also in hotstar .and can save movies download movies for offline view.and we can see many languages movie in hotstar.also serials and reality show.but the problm is when we download any video and watch it we cannot forward it by 10 sec or 5 sec by any key.but backword by 10 sec is available.so as per my suggation here should be an option to forwarding the movie or whatever.but otherwise the app is good.   
A small TV on your pocket or your pocket TV,Hotstar the best app on play store to watch to shows movies and live sports in India . This app allows you to watch latest TV shows movies and live sports on your android phone completely free of charge no sign up fees or registration required. Access full length Bollywood English Tamil Kannada Malayalam Marathi Punjabi and Bengali movies in addition with live cricket streaming . Latest full length episodes of your favourite TV show across comedy drama reality shows and teen drama. Latest Bollywood blockbusters movies catalogue regularly from Salman Bhaijaan Ajay Devgan Hrithik ROSHAN and others -all full length available to stream for free. And you can save it offline to watch the show movie or anything when you are not connected with internet . This app is really very good you can download it from play store as well as from app store for free.   
Hotstar ?? best use,Hotstar is best application for easy use of watch to movies and tv shows online and all shows are show in HD version. All shows and Movies are Offline watch by our this all great options are required by this Hotstar application. So this is wonderful application for watch movies and tv serials online in some small data use. So people hurry up and use to this application. First time you logged in on this application and search your watching programs is liked movie and other and watch to this movie or serial and you also turn to this program in Offline. So I can tell you that this is good place for watching TV shows and movies.   
If u r a cricket lover the ul die without hotstar,Be it ipl or be it champions trophy.or be it some other sport.     hotstar is my one stop go for all cricket I watch.man it streams hd if u have good braodband speed.     although I only use the free version and not the subscription.even after it gives delay in free version.but it totally replaces my need to sit in my family hall and watch cricket when kids want cartoon or even in my office.     hotstar also has tv soaps but never watched those.altho koffee with karan is sumtin I do watch on hotstar.     seriously hotstar has made it easy and simple to watch cricket on the go around the year.even highlights and other things have become a cake bite.with full hd views   
It replace the tv,Hello! friends. I am ABHISHEK. hotstar very useful think for me. we young stars are spending our hug time on outside. so we don't get time for using tv at home. and this hotstar is replacement of the tv for us. we can watch sports tv shows news movies by our phone using this hotstar. and it is that simple. so easy to use the features . functions and design is very good and simple. this is useful for all time to use and watch what you want to watch.   
U can wacth anything in this hotstar,Hiii gysss its mr The tech boy and today we talk about the most successful and trusted and hd video quality application aap yes I im talking about hotstar one most famous app for live watch tv its very good aap u can watch anything as u want any where without cable conection and in this gyss u can watch evry chalel list that you want to watch songs movie cartoons kid shows tv sirials and much and all is just free I prfer all smartphone user if you want watch tv then download the hotstar app and this app u can download it on your playstore esaly.   
Best TV app,Hotstar is a website or app where you can watch all the channels that you used to watch on TV. In hotstar most of the channels are free of cost and you can watch them without paying any money whereas a few are premium channels or pay channels. you can watch movies sports shows serials and many more in hotstar. layout and design of the app is awesome easily understandable and easy to use. other functions are live streaming you can download your best shows and watch later portable TV. overall in this era where peoples are busy hotstar is a good option to get entertained and refresh   
Good for paid users,Friends I am using hotstar from many days.It is a good application where you can watch your favourite serials online or any left episodes you can also watch all serials which Star plus has stopped such as Mahabharat and many old serials.Friends you can also watch Hollywood movies hollywood serials savdhan India and you can also watch free live streamming of a live match.Friends but now a days all the latest episode and movies are kept in premium content which you cannot see because they have put a monthly subscription of 200 for this also the live streaming of the matches are delayed for five minutes which is annoying on part of hotstar.But I will recommand you hotstar to see the recent episode which are left and also they have option to save the content offline.   
